,Unnamed: 0,MACE_pred,av_rating,sentence,worker_0,worker_1,worker_2,worker_3,worker_4,worker_5,worker_6,worker_7,round,batch,sent_id,disagree,agree,neutral,confidence_in_prediction_gpt-3.5,confidence_in_prediction_gpt-4o,label_gpt4o,label_gpt-3.5,3.5,4
427,427,agrees,0.5,"Global warming, unsurprisingly, is bad news for snowpack.",neutral,agrees,agrees,agrees,agrees,neutral,neutral,neutral,2,1,t33,0.0031774555815079,0.1298845067665017,0.8669380376519903,0.9,0.9,A,A,agrees,agrees
428,428,neutral,0.25,An ice-free Arctic Ocean would not freeze again.,neutral,agrees,neutral,neutral,neutral,neutral,neutral,agrees,2,1,t34,0.9986114992384404,0.0007017814494847,0.0006867193120749,0.9,0.8,B,C,disagrees,neither agrees nor disagrees
429,429,agrees,0.25,A new Ice Age is coming.,disagrees,agrees,agrees,neutral,neutral,agrees,disagrees,agrees,2,1,t35,0.0040577303191721,0.590476586900839,0.4054656827799889,1.0,0.9,C,C,disagrees,disagrees
430,430,neutral,0.125,Permafrost soils are warming even faster than Arctic air temperatures — as much as 2.7 to 4.5 degrees Fahrenheit (1.5 to 2.5 degrees Celsius) in just the past 30 years.,agrees,neutral,neutral,neutral,neutral,neutral,neutral,neutral,2,1,t36,0.0038705213138173,0.3394044686720592,0.6567250100141234,1.0,0.9,A,A,agrees,agrees
431,431,agrees,1.0,The world is on the verge of collapse because of humans’ use of fossil fuels.,agrees,agrees,agrees,agrees,agrees,agrees,agrees,agrees,2,1,t37,0.002863489711318,0.0866432225046466,0.9104932877840354,1.0,0.95,A,A,agrees,agrees
432,432,agrees,1.0,Global warming could spell disaster for the state’s water supply.,agrees,agrees,agrees,agrees,agrees,agrees,agrees,agrees,2,1,t38,0.0938644359393268,0.270175964123626,0.635959599937047,1.0,0.9,A,A,agrees,agrees
433,433,agrees,0.625,Glacier melt in Iceland will cause more volcanoes everywhere.,neutral,agrees,neutral,agrees,neutral,agrees,agrees,agrees,2,1,t39,0.0039970619230865,0.5532476854765208,0.4427552526003926,0.8,0.8,B,C,disagrees,neither agrees nor disagrees
434,434,neutral,0.125,"The carbon footprint generated would be equivalent to leaving a low-energy light bulb switched on for 220 years, or the average household energy consumption for two years.",neutral,neutral,neutral,neutral,neutral,agrees,neutral,neutral,2,1,t4,0.0028399253242632,0.087933552857166,0.9092265218185708,0.9,0.95,B,A,agrees,neither agrees nor disagrees
435,435,agrees,1.0,The threat to human health from climate change is so great that it could undermine the last 50 years of gains in developments in global health.,agrees,agrees,agrees,agrees,agrees,agrees,agrees,agrees,2,1,t5,0.2681866123219665,0.4739164907670416,0.2578968969109919,1.0,0.95,A,A,agrees,agrees
436,436,agrees,0.875,Rising sea levels – caused by global warming – significantly increase the threat of giant killer waves.,agrees,agrees,neutral,agrees,agrees,agrees,agrees,agrees,2,1,t6,0.0021830893134034,0.0299440564353807,0.9678728542512158,0.9,0.9,A,A,agrees,agrees
437,437,neutral,-0.25,"Any stabilization of surface temperatures in recent years is an indication of a ""hiatus"" of global warming, not an end to global warming.",neutral,agrees,neutral,neutral,disagrees,disagrees,neutral,disagrees,2,1,t7,0.0008406674651896,0.9981867325141788,0.0009726000206316,1.0,0.9,A,A,agrees,agrees
438,438,neutral,0.0,Fossil fuels receive several types of subsidies.,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,2,1,t8,0.000840356027361,0.9982082515061178,0.0009513924665211,0.2,0.95,B,B,neither agrees nor disagrees,neither agrees nor disagrees
439,439,neutral,0.125,Antarctica glacier could collapse within decades and “ sink cities ” after the discovery of a 300-meter doomsday cavity lurking below the ice block.,neutral,neutral,neutral,neutral,neutral,agrees,neutral,neutral,2,1,t9,0.0036566262888138,0.7233856065708779,0.2729577671403081,0.9,0.9,A,A,agrees,agrees
440,440,disagrees,-1.0,Global warming is a hoax.,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,2,2,s0,,,,1.0,1.0,C,C,disagrees,disagrees
441,441,agrees,0.5,Alarming levels of sea level rise are predicted to threaten Florida over the next decades.,agrees,agrees,agrees,neutral,agrees,neutral,neutral,neutral,2,2,s1,,,,1.0,0.95,A,A,agrees,agrees
442,442,neutral,0.0,"Over the past several years, the United States has seen an increase in business growth that has counteracted the lingering effects of the recession.",neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,2,2,s2,,,,0.0,1.0,B,B,neither agrees nor disagrees,neither agrees nor disagrees
443,443,agrees,1.0,Global warming is happening and it will be dangerous to human health and welfare.,agrees,agrees,agrees,agrees,agrees,agrees,agrees,agrees,2,2,s3,,,,1.0,0.95,A,A,agrees,agrees
444,444,neutral,0.0,Some icebergs are cute.,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,2,2,s4,,,,0.2,0.95,B,B,neither agrees nor disagrees,neither agrees nor disagrees
445,445,neutral,-0.375,"A large-scale transition to renewable sources of energy would require five to 20 times more land than prior studies have shown, and expanding wind farms would actually warm the continental U.S. more than carbon emissions in the short term.",neutral,disagrees,neutral,neutral,neutral,neutral,disagrees,disagrees,2,2,t0,0.366098967859381,0.00425948467757,0.6296415474630488,0.95,0.8,B,B,neither agrees nor disagrees,neither agrees nor disagrees
446,446,agrees,0.875,"The Houston storm surge is half a foot higher than it would have been just decades ago, meaning far more flooding and destruction.",agrees,agrees,agrees,neutral,agrees,agrees,agrees,agrees,2,2,t1,0.0019085944485994,0.9714293755263628,0.0266620300250376,1.0,0.9,A,A,agrees,agrees
447,447,agrees,0.5,"Although children are more vulnerable to the effects of global warming, children have been largely left out of the debate.",neutral,neutral,agrees,agrees,neutral,agrees,agrees,neutral,2,2,t10,0.0038267562204418,0.5804740046940824,0.4156992390854757,0.8,0.8,A,A,agrees,agrees
448,448,neutral,0.0,"Different countries have different densities, so to speak, of global warming denial.",neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,2,2,t11,0.0008471006744783,0.9981168792401592,0.0010360200853626,0.8,0.9,B,A,agrees,neither agrees nor disagrees
449,449,disagrees,-0.875,News about global warming is generally exaggerated.,disagrees,neutral,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,2,2,t12,0.0306196573881335,0.6344387562591889,0.3349415863526775,0.9,0.9,C,C,disagrees,disagrees
450,450,disagrees,-1.0,Global warming is generally exaggerated.,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,2,2,t13,0.0037477818218689,0.2851247873242693,0.7111274308538617,0.9,0.9,C,C,disagrees,disagrees
451,451,neutral,-0.25,"Atmospheric reaction to carbon dioxide, known as climate sensitivity, is probably too high for these models.",neutral,disagrees,neutral,neutral,neutral,disagrees,neutral,neutral,2,2,t14,0.0007828626846943,0.998214727910896,0.0010024094044096,0.9,0.8,C,A,agrees,disagrees
452,452,agrees,0.625,The West Antarctic Ice Sheet is broken — already destabilized by irrevocable melting that foreshadows a slow-motion collapse.,agrees,neutral,agrees,neutral,agrees,agrees,agrees,neutral,2,2,t15,0.0008797864509648,0.0011025851887492,0.9980176283602858,0.9,0.95,A,A,agrees,agrees
453,453,neutral,0.0,"There is a feedback mechanism involving Indian Ocean sea-surface temperatures, which greatly influence how much rain falls over east Africa.",neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,2,2,t16,0.0009054636147261,0.0011186684467486,0.9979758679385252,0.2,0.95,B,B,neither agrees nor disagrees,neither agrees nor disagrees
454,454,neutral,0.25,"Regardless of how much corn residue is taken off the field, the process contributes to global warming.",neutral,agrees,neutral,agrees,disagrees,neutral,agrees,neutral,2,2,t17,0.0008259594463102,0.9981709942067752,0.0010030463469144,1.0,0.8,A,A,agrees,agrees
455,455,neutral,-0.125,Exxon plans to extract all its proved fossil fuel reserves.,neutral,neutral,neutral,neutral,disagrees,neutral,neutral,neutral,2,2,t18,0.0040070677018559,0.6163498873435713,0.3796430449545727,0.9,0.8,B,A,agrees,neither agrees nor disagrees
456,456,neutral,0.0,"This market-led, consumer-based approach would lead to carbon reduction.",neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,2,2,t19,0.000908835793796,0.0010881983044292,0.9980029659017748,0.5,0.8,B,B,neither agrees nor disagrees,neither agrees nor disagrees
457,457,agrees,0.5,The U.S. needs to “ maintain its seat at the table ” in the global climate-change fight.,neutral,neutral,agrees,agrees,neutral,agrees,neutral,agrees,2,2,t2,0.9814302133881018,0.001824466353931,0.0167453202579671,1.0,0.9,A,A,agrees,agrees
458,458,neutral,0.125,21st-century sea level rise is on the scale of three to six feet or more.,neutral,neutral,agrees,neutral,neutral,neutral,neutral,neutral,2,2,t20,0.9982764598138408,0.000856100407036,0.0008674397791228,1.0,0.9,A,A,agrees,agrees
459,459,agrees,1.0,Our burning of fossil fuels is increasing the CO2 to dangerous levels and we are facing a catastrophic cooling that would destroy the planet unless governments acted.,agrees,agrees,agrees,agrees,agrees,agrees,agrees,agrees,2,2,t21,0.1453911986150597,0.0036818059038384,0.8509269954811018,1.0,0.9,A,A,agrees,agrees
460,460,agrees,0.375,The balance of evidence suggests a discernible human influence on global climate.,neutral,agrees,neutral,agrees,disagrees,agrees,agrees,neutral,2,2,t22,0.0036483790305445,0.73966927317336,0.2566823477960954,0.9,0.9,A,A,agrees,agrees
461,461,neutral,0.25,It would be wonderful in global warming if everything just kept pace with the gradual rise in CO2.,neutral,neutral,neutral,agrees,neutral,neutral,neutral,agrees,2,2,t23,0.0008957390508504,0.0011372003428755,0.997967060606274,0.8,0.8,C,C,disagrees,disagrees
462,462,neutral,0.375,The effects would be two to four times worse than with global warming alone.,neutral,neutral,neutral,agrees,neutral,agrees,agrees,neutral,2,2,t24,0.0312120265800691,0.3584543777745217,0.6103335956454091,1.0,0.9,A,A,agrees,agrees
463,463,neutral,0.0,The results provide a possible explanation for the global warming .,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,2,2,t25,0.0135234008080744,0.0021517873577725,0.984324811834153,1.0,0.9,B,A,agrees,neither agrees nor disagrees
464,464,agrees,0.875,"If ice shelves in Antarctica undergo similar processes, it could spell disaster for Earth.",agrees,neutral,agrees,agrees,agrees,agrees,agrees,agrees,2,2,t26,0.0009117156075509,0.0011258611454845,0.9979624232469644,0.9,0.9,A,A,agrees,agrees
465,465,neutral,0.25,This moment requires us to rethink democracy as a global mechanism for enacting policy for and by the planet.,neutral,neutral,neutral,neutral,agrees,agrees,neutral,neutral,2,2,t27,0.0024352378415857,0.0502285167963079,0.9473362453621064,1.0,0.8,B,B,neither agrees nor disagrees,neither agrees nor disagrees
466,466,agrees,0.75,The emission of greenhouse gases that do and will continue to produce global warming.,neutral,agrees,agrees,agrees,agrees,agrees,agrees,neutral,2,2,t28,0.0007771180347713,0.998269620474888,0.0009532614903406,1.0,0.9,A,A,agrees,agrees
467,467,agrees,0.875,"No matter how bad it gets, the world’s addiction to fossil fuels will be so overwhelming that the governments of the world will just suck it up and let people suffer.",agrees,agrees,agrees,agrees,neutral,agrees,agrees,agrees,2,2,t29,0.0310149287138181,0.5887894140840724,0.3801956572021095,0.75,0.8,A,B,neither agrees nor disagrees,agrees
468,468,agrees,1.0,Right now we’re facing a man-made disaster on a global scale.,agrees,agrees,agrees,agrees,agrees,agrees,agrees,agrees,2,2,t3,0.0032817330010496,0.1454559888200718,0.8512622781788786,1.0,0.95,A,A,agrees,agrees
469,469,agrees,1.0,Humans need to dramatically decrease fossil fuel and wood burning “ in order to give the climate a chance to re-stabilize at a level that would be viable ” for environmental and human health.,agrees,agrees,agrees,agrees,agrees,agrees,agrees,agrees,2,2,t30,0.003841377878013,0.3615838477223085,0.6345747743996785,1.0,0.95,A,A,agrees,agrees
470,470,disagrees,-0.625,Flat hurricanes have not become more numerous and stronger due to carbon pollution.,disagrees,disagrees,disagrees,disagrees,agrees,neutral,disagrees,disagrees,2,2,t31,0.0008933854412718,0.0011096029985068,0.9979970115602212,1.0,0.9,C,B,neither agrees nor disagrees,disagrees
471,471,agrees,0.375,"The beans contains some powerful refutations of a number of other global warming denier talking points, as well as some ingenious sequences that explain the planetary-scale significance of climate change.",neutral,disagrees,agrees,agrees,neutral,agrees,neutral,agrees,2,2,t32,0.0018068868137664,0.9780084275160076,0.0201846856702261,0.9,0.95,A,A,agrees,agrees
472,472,agrees,0.5,The dust that is darkening the brilliant whiteness of the snow is heating up in the strong sun and melting the snow and ice.,neutral,neutral,agrees,agrees,agrees,neutral,agrees,neutral,2,2,t33,0.0030375671214708,0.1001547147348042,0.8968077181437248,1.0,0.8,A,A,agrees,agrees
473,473,neutral,0.25,"Thanks to rising global temperatures, rapidly melting Arctic ice and growing human operations in the North, Santa Claus has signed an agreement with the International community to relocate his village next year to operate in an exclusive zone in the South Pole.",neutral,agrees,neutral,agrees,neutral,neutral,neutral,neutral,2,2,t34,0.0029727826035206,0.8644005805472669,0.1326266368492125,1.0,0.9,A,B,neither agrees nor disagrees,agrees
474,474,agrees,0.625,"The Arctic ice cap, which is thought to have lost an average of 12.9 billion tonnes of ice a year between 1992 and 2010 due to general warming, may be losing an extra 27 billion tonnes a year just because of dust, potentially adding several centimeters of sea-level rise by 2100.",agrees,agrees,neutral,agrees,agrees,neutral,agrees,neutral,2,2,t35,0.0015443399388216,0.9870067993595072,0.0114488607016711,0.9,0.9,A,A,agrees,agrees
475,475,neutral,0.125,Sea level rise in the 20th century is mostly man-made.,neutral,agrees,neutral,agrees,agrees,disagrees,neutral,disagrees,2,2,t36,0.000794860925949,0.9982050593577548,0.001000079716296,1.0,0.9,A,A,agrees,agrees
476,476,neutral,0.375,"While that this revelation this revelation is regrettable, this revelation does nothing to disprove the theory that mankind is responsible for global warming.",neutral,neutral,neutral,agrees,neutral,agrees,agrees,neutral,2,2,t37,0.9464608616397668,0.0175440731809183,0.0359950651793149,1.0,0.8,A,A,agrees,agrees
477,477,neutral,0.125,"A price on carbon can be effective at reducing emissions if it’s tried on a sustained, economy-wide basis.",neutral,neutral,neutral,neutral,agrees,neutral,neutral,neutral,2,2,t38,0.0493295911265021,0.6477471758486624,0.3029232330248356,0.7,0.8,A,A,agrees,agrees
478,478,neutral,-0.125,"Sea levels made this jump 115,000 years ago because of a sudden ice collapse in Antarctica.",neutral,neutral,neutral,neutral,neutral,neutral,neutral,disagrees,2,2,t39,0.0038774797482338,0.5166149995060213,0.4795075207457449,1.0,0.8,B,B,neither agrees nor disagrees,neither agrees nor disagrees
479,479,agrees,0.375,The Kemper County Energy Facility is possible to go on burning the dirtiest of fossil fuels and still make the cuts in carbon dioxide emissions needed to avoid a climate catastrophe.,neutral,neutral,agrees,agrees,disagrees,agrees,neutral,agrees,2,2,t4,0.0030794858769982,0.1123608696518638,0.8845596444711378,0.9,0.2,C,C,disagrees,disagrees
480,480,neutral,0.375,The world will experience a rise in sea level of several feet.,agrees,neutral,neutral,neutral,agrees,neutral,agrees,neutral,2,2,t5,0.0037678533451554,0.6553274011994606,0.3409047454553838,1.0,0.9,A,A,agrees,agrees
481,481,agrees,1.0,Global warming will further destabilize already-volatile parts of the world and should be considered in national security planning.,agrees,agrees,agrees,agrees,agrees,agrees,agrees,agrees,2,2,t6,0.2637544388458808,0.277631206656093,0.4586143544980261,1.0,0.95,A,A,agrees,agrees
482,482,neutral,0.0,They are on the verge of passing climate legislation at home and a global carbon accord at the Copenhagen talks.,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,2,2,t7,0.004060930808357,0.367598279221785,0.628340789969858,0.9,0.7,B,A,agrees,neither agrees nor disagrees
483,483,neutral,0.0,"While 64 percent of Americans think global warming is real and caused by human beings, only 44 percent of evangelicals do.",neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,2,2,t8,0.0017951456242587,0.0135923675154045,0.9846124868603366,0.64,0.9,B,A,agrees,neither agrees nor disagrees
484,484,agrees,1.0,"Global warming has caused and will continue to cause a significant increase in extreme weather events, including hurricanes, and sea levels will eventually rise to the point that massive cities will someday be flooded and uninhabitable.",agrees,agrees,agrees,agrees,agrees,agrees,agrees,agrees,2,2,t9,0.0419435686945751,0.0028475902184133,0.9552088410870117,0.9,1.0,A,A,agrees,agrees
485,485,disagrees,-1.0,Global warming is a hoax.,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,2,3,s0,,,,1.0,1.0,C,C,disagrees,disagrees
486,486,agrees,0.625,Alarming levels of sea level rise are predicted to threaten Florida over the next decades.,agrees,neutral,agrees,agrees,agrees,neutral,agrees,neutral,2,3,s1,,,,1.0,0.95,A,A,agrees,agrees
487,487,neutral,0.125,"Over the past several years, the United States has seen an increase in business growth that has counteracted the lingering effects of the recession.",neutral,neutral,neutral,agrees,neutral,neutral,neutral,neutral,2,3,s2,,,,0.0,0.95,B,B,neither agrees nor disagrees,neither agrees nor disagrees
488,488,agrees,1.0,Global warming is happening and it will be dangerous to human health and welfare.,agrees,agrees,agrees,agrees,agrees,agrees,agrees,agrees,2,3,s3,,,,1.0,0.95,A,A,agrees,agrees
489,489,neutral,0.0,Some icebergs are cute.,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,2,3,s4,,,,0.2,0.95,B,B,neither agrees nor disagrees,neither agrees nor disagrees
490,490,neutral,0.0,People worry a great deal about global warming.,neutral,neutral,agrees,neutral,neutral,neutral,neutral,disagrees,2,3,t0,0.0352909445676429,0.0141919635605561,0.9505170918718008,1.0,0.9,A,A,agrees,agrees
491,491,agrees,0.5,The CO2 emitted by burning fossil fuel is the greenhouse gas that causes global warming.,agrees,neutral,neutral,agrees,neutral,neutral,agrees,agrees,2,3,t1,0.0033789527671856,0.6670819683505967,0.3295390788822177,1.0,0.9,A,A,agrees,agrees
492,492,neutral,0.375,The reputational boost from Boeing efforts to reduce carbon emissions could help it win defense contracts.,agrees,neutral,neutral,agrees,neutral,neutral,agrees,neutral,2,3,t10,0.0028065393462709,0.8243642740726381,0.1728291865810908,0.75,0.9,B,B,neither agrees nor disagrees,neither agrees nor disagrees
493,493,disagrees,-0.75,"This is about economic migration and about political instability, not about global warming.",disagrees,disagrees,disagrees,disagrees,disagrees,neutral,neutral,disagrees,2,3,t11,0.9920615693195144,0.0062941213764115,0.0016443093040741,1.0,0.9,C,C,disagrees,disagrees
494,494,disagrees,-0.625,Man-made global warming may further lessen the likelihood of the freak atmospheric steering currents that last year shoved Superstorm Sandy due west into New Jersey.,agrees,disagrees,disagrees,disagrees,neutral,disagrees,disagrees,disagrees,2,3,t12,0.0034352376312814,0.6548798119365928,0.3416849504321257,0.9,0.8,A,A,agrees,agrees
495,495,neutral,0.375,"Arctic sea ice has officially reached its minimum extent for the summer, shrinking to 5.1 million square kilometers.",agrees,neutral,agrees,neutral,neutral,neutral,neutral,agrees,2,3,t13,0.0004436421356535,0.0005776367517386,0.9989787211126078,1.0,0.8,B,A,agrees,neither agrees nor disagrees
496,496,agrees,0.5,Global warming is affecting the weather.,agrees,agrees,neutral,neutral,neutral,neutral,agrees,agrees,2,3,t14,0.8864813939526213,0.1101094647980379,0.0034091412493407,1.0,0.8,A,A,agrees,agrees
497,497,agrees,0.875,The United States should undertake an either medium-or large-scale effort to cut down global warming.,agrees,agrees,agrees,neutral,agrees,agrees,agrees,agrees,2,3,t15,0.0727827820175208,0.0026969233567641,0.9245202946257152,1.0,0.9,A,A,agrees,agrees
498,498,neutral,-0.125,Some of wind's climate impacts will be beneficial — several global studies show that wind power cools polar regions.,disagrees,neutral,neutral,disagrees,neutral,neutral,neutral,agrees,2,3,t16,0.9223953201906322,0.0065303636774773,0.0710743161318903,0.75,0.8,B,B,neither agrees nor disagrees,neither agrees nor disagrees
499,499,disagrees,-0.5,"I believe there will not be an oil spill from Shell’s Arctic drilling, and they should proceed full speed ahead.",neutral,neutral,disagrees,disagrees,neutral,neutral,disagrees,disagrees,2,3,t17,0.0259476859762464,0.4551547998258821,0.5188975141978714,1.0,0.7,C,C,disagrees,disagrees
500,500,disagrees,-0.125,"It gives us a dangerous climate that we make safe, above all, by using energy from fossil fuels.",agrees,neutral,disagrees,neutral,neutral,agrees,disagrees,disagrees,2,3,t18,0.0034182077217395,0.3143316055345774,0.6822501867436831,0.9,0.9,C,C,disagrees,disagrees
501,501,agrees,0.625,Humans are changing the seas 10 times faster than at this catastrophic event.,agrees,agrees,agrees,disagrees,neutral,agrees,agrees,agrees,2,3,t19,0.8911618726751728,0.003034871749012,0.1058032555758152,0.9,0.8,A,C,disagrees,agrees
502,502,agrees,0.5,Global warming would affect the planet first in the Arctic.,agrees,neutral,neutral,neutral,agrees,neutral,agrees,agrees,2,3,t2,0.9625635172779264,0.0258751385684717,0.0115613441536019,0.75,0.8,B,B,neither agrees nor disagrees,neither agrees nor disagrees
503,503,disagrees,-0.875,There is “ no reproducible evidence ” that carbon dioxide levels have increased over the past century.,disagrees,disagrees,disagrees,disagrees,disagrees,neutral,disagrees,disagrees,2,3,t20,0.0032423752543486,0.2843539617624119,0.7124036629832394,1.0,0.9,C,C,disagrees,disagrees
504,504,neutral,-0.5,Scientists’ most extreme projections about sea-level rise appear to have been rejected as “ outliers ” by Working Group I.,neutral,neutral,disagrees,disagrees,neutral,disagrees,neutral,disagrees,2,3,t21,0.0025988401937122,0.8537206566975291,0.1436805031087587,0.75,0.8,B,B,neither agrees nor disagrees,neither agrees nor disagrees
505,505,agrees,0.375,Developing countries are paying the price for the carbon-intensive practices of a few countries.,neutral,neutral,agrees,neutral,neutral,neutral,agrees,agrees,2,3,t22,0.0004454824398935,0.998837109836086,0.0007174077240204,0.9,0.9,A,A,agrees,agrees
506,506,agrees,0.375,The “ modern maximum ” – a peak in solar activity that lasted much of the last century – corresponds very well with an increase in global temperatures.,neutral,agrees,disagrees,agrees,neutral,neutral,agrees,agrees,2,3,t23,0.0730343081423234,0.0496384082278533,0.8773272836298232,0.9,0.8,B,C,disagrees,neither agrees nor disagrees
507,507,neutral,0.125,"I call it a carbon fee because you would give all of the money to the public, a dividend to each legal resident.",neutral,neutral,agrees,neutral,neutral,neutral,neutral,neutral,2,3,t24,0.5573598395769447,0.004150584740298,0.4384895756827573,0.2,0.95,B,A,agrees,neither agrees nor disagrees
508,508,agrees,0.375,"63% of all human-generated carbon emissions have been produced in the past 25 years; that is, nearly two-thirds have been emitted since the first warnings were sounded about what was then called “ global warming ”.",agrees,neutral,disagrees,agrees,neutral,neutral,agrees,agrees,2,3,t25,0.6397428690229486,0.1991276589998936,0.1611294719771577,0.9,0.9,A,A,agrees,agrees
509,509,agrees,0.75,Humans are causing climate change by increasing their carbon-dioxide levels.,agrees,agrees,agrees,agrees,neutral,neutral,agrees,agrees,2,3,t26,0.0026803246263661,0.9906515681334516,0.0066681072401823,1.0,0.9,A,A,agrees,agrees
510,510,disagrees,-0.375,Global warming skeptics may have a point or two after all.,disagrees,disagrees,agrees,neutral,disagrees,disagrees,disagrees,agrees,2,3,t27,0.9928758808249218,0.0011775708991747,0.0059465482759033,0.9,0.8,C,C,disagrees,disagrees
511,511,agrees,0.5,The world is still failing to put the global energy system onto a more sustainable path.,agrees,neutral,agrees,neutral,neutral,neutral,agrees,agrees,2,3,t28,0.3522376511652515,0.0042144681800563,0.6435478806546922,0.9,0.9,A,A,agrees,agrees
512,512,disagrees,-0.625,The alleged “ consensus ” behind the dangers of anthropogenic global warming is not nearly as settled among climate scientists as people imagine.,disagrees,neutral,disagrees,neutral,disagrees,neutral,disagrees,disagrees,2,3,t29,0.0034190184076862,0.4403658261974814,0.5562151553948324,0.9,0.9,C,C,disagrees,disagrees
513,513,disagrees,-0.625,Global warming is beneficial to the welfare and business.,disagrees,disagrees,agrees,neutral,disagrees,disagrees,disagrees,disagrees,2,3,t3,0.0227577905493623,0.7453835892487756,0.2318586202018621,1.0,0.9,C,C,disagrees,disagrees
514,514,agrees,0.625,"We need to “ do the math, ” which is to take the known fossil fuel reserves that oil and gas companies expect to tap and add that to the carbon already trapped in the atmosphere.",agrees,neutral,agrees,agrees,neutral,neutral,agrees,agrees,2,3,t30,0.0009319610440089,0.0062527252717502,0.9928153136842408,0.8,0.8,A,A,agrees,agrees
515,515,neutral,0.375,The average global land temperature has risen by about 1 degree Celsius since the mid-1950s.,agrees,neutral,neutral,agrees,neutral,neutral,neutral,agrees,2,3,t31,0.0234098002781337,0.7521749610850818,0.2244152386367844,1.0,0.7,A,A,agrees,agrees
516,516,disagrees,-0.5,The study sees a correlation but did not do the rigorous statistical and computer analysis to show that the cause of the wind changes are natural-the kind of analysis done when scientists attribute weather extremes to global warming.,disagrees,disagrees,disagrees,neutral,neutral,neutral,disagrees,neutral,2,3,t32,0.0016274680039859,0.9617623050480486,0.0366102269479654,0.8,0.8,B,A,agrees,neither agrees nor disagrees
517,517,neutral,0.125,"So if you are raising livestock and producing a lot of carbon dioxide with your farm equipment and the exhaust from the animals, then you would pay a fee on that and it would be reflected in the price of meat, reflected in the price of fish, reflected in the price of peanuts.",neutral,agrees,agrees,disagrees,neutral,neutral,neutral,neutral,2,3,t33,0.9289957953296476,0.0678690025226251,0.0031352021477274,1.0,0.9,B,A,agrees,neither agrees nor disagrees
518,518,neutral,-0.125,The Arctic permafrost — and its stored carbon — may not be as permanently frosted as its name implies.,disagrees,disagrees,agrees,neutral,neutral,neutral,neutral,neutral,2,3,t34,0.0030069243538648,0.7630217821896739,0.2339712934564613,0.9,0.8,A,A,agrees,agrees
519,519,agrees,0.875,Major glaciers that are part of the West Antarctic Ice Sheet appear to have become irrevocably destabilized.,agrees,agrees,agrees,neutral,agrees,agrees,agrees,agrees,2,3,t35,0.9227901289567234,0.0026749495500361,0.0745349214932405,0.9,0.9,A,A,agrees,agrees
520,520,neutral,0.0,"An open question is whether the moves on the left more recently are sort of moving the Overton window to where these carbon taxes become seen as a centrist, business-oriented approach that can gain favor.",neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,2,3,t36,0.0027926278020988,0.8255206337080809,0.1716867384898203,0.75,0.9,B,B,neither agrees nor disagrees,neither agrees nor disagrees
521,521,agrees,0.875,Global warming is already making it worse.,agrees,agrees,agrees,neutral,agrees,agrees,agrees,agrees,2,3,t37,0.0030035673190845,0.1937394407372473,0.8032569919436681,1.0,1.0,A,A,agrees,agrees
522,522,neutral,0.125,Last month was the hottest May globally.,neutral,neutral,neutral,neutral,neutral,neutral,neutral,agrees,2,3,t38,0.7527729424540325,0.0037820004730992,0.2434450570728683,0.9,0.8,A,A,agrees,agrees
523,523,agrees,0.5,— Climate change is causing significant social unrest — is one that is being repeated with greater frequency by leading proponents of the theory humans are primarily responsible for causing global warming.,agrees,agrees,disagrees,agrees,neutral,agrees,neutral,agrees,2,3,t39,0.0063751556923163,0.0791644338208004,0.9144604104868832,0.9,0.8,A,A,agrees,agrees
524,524,agrees,0.625,A majority of respondents believe global warming has already begun.,agrees,neutral,agrees,agrees,neutral,agrees,neutral,agrees,2,3,t4,0.1898569580484061,0.0215920853801473,0.7885509565714465,0.9,0.8,A,A,agrees,agrees
525,525,neutral,0.0,"Satellite photographs may suggest an area is completely clear of ice, but there is still a chance that a ship will encounter drifts of ice.",neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,2,3,t5,0.0004543445700619,0.9988118959802178,0.0007337594497202,0.2,0.9,B,B,neither agrees nor disagrees,neither agrees nor disagrees
526,526,disagrees,-0.375,Earth is about to go through an extensive global cooling period.,agrees,agrees,disagrees,neutral,disagrees,disagrees,disagrees,disagrees,2,3,t6,0.0004304510970538,0.0005765293989832,0.9989930195039628,0.95,0.9,C,C,disagrees,disagrees
527,527,neutral,-0.25,Increasing the use of wind will actually increase our emissions of carbon dioxide.,disagrees,neutral,disagrees,neutral,neutral,neutral,neutral,neutral,2,3,t7,0.0004337674540435,0.9988264120574902,0.0007398204884661,0.9,0.9,C,C,disagrees,disagrees
